variant1	1	915	85	10	36	4	51	2	62	5	73	7	90	3	93	14	111	9	121	12	134	13	147	13
variant2	1	938	62	10	36	4	50	3	59	8	72	8	88	5	99	8	109	11	127	6	131	16	145	15
variant3	1	938	62	10	37	3	47	6	65	2	76	4	86	7	100	7	117	3	123	10	124	23	145	15
variant4	1	893	107	10	38	2	52	1	58	9	76	4	80	13	90	17	118	2	121	12	126	21	146	14
variant5	1	886	114	10	33	7	46	7	56	11	74	6	82	11	88	19	98	22	128	5	129	18	133	27
variant6	1	865	135	10	34	6	48	5	57	10	61	19	79	14	95	12	99	21	112	21	127	20	125	35
variant7	1	888	112	10	35	5	45	8	57	10	70	10	83	10	102	5	106	14	111	22	129	18	139	21
variant8	1	858	142	10	35	5	43	10	57	10	73	7	81	12	90	17	102	18	125	8	134	13	137	23
variant9	1	877	123	10	39	1	44	9	57	10	76	4	85	8	102	5	102	18	113	20	133	14	140	20
variant10	1	905	95	10	34	6	48	5	57	10	72	8	84	9	98	9	113	7	120	13	132	15	145	15
variant11	1	905	95	10	35	5	46	7	59	8	74	6	83	10	93	14	107	13	117	16	128	19	149	11
variant12	1	920	80	10	35	5	50	3	63	4	74	6	86	7	100	7	115	5	119	14	140	7	146	14
variant13	1	913	87	10	38	2	52	1	56	11	76	4	87	6	96	11	110	10	124	9	129	18	148	12
variant14	1	917	83	10	38	2	49	4	57	10	79	1	89	4	97	10	113	7	123	10	133	14	152	8
variant15	1	829	171	10	31	9	37	16	59	8	69	11	78	15	93	14	102	18	107	26	119	28	125	35
variant16	1	894	106	10	36	4	48	5	62	5	70	10	85	8	96	11	105	15	111	22	131	16	144	16
variant17	1	915	85	10	39	1	45	8	54	13	76	4	78	15	103	4	106	14	124	9	120	27	139	21
variant18	1	881	119	10	33	7	44	9	57	10	65	15	83	10	92	15	109	11	113	20	125	22	132	28
variant19	1	866	134	10	36	4	47	6	53	14	66	14	77	16	91	16	109	11	130	3	129	18	147	13
variant20	1	904	96	10	34	6	45	8	62	5	71	9	88	5	97	10	108	12	114	19	135	12	139	21
variant21	1	923	77	10	28	12	49	4	59	8	67	13	84	9	98	9	111	9	121	12	136	11	147	13
variant22	1	863	137	10	35	5	50	3	63	4	64	16	78	15	98	9	103	17	102	31	128	19	136	24
variant23	1	863	137	10	32	8	49	4	57	10	75	5	72	21	86	21	98	22	120	13	128	19	138	22
variant24	1	905	95	10	35	5	49	4	64	3	72	8	88	5	89	18	103	17	121	12	131	16	153	7
variant25	1	858	142	10	32	8	45	8	60	7	60	20	73	20	90	17	102	18	110	23	137	10	147	13
variant26	1	872	128	10	31	9	44	9	59	8	68	12	80	13	90	17	108	12	113	20	137	10	133	27
variant27	1	877	123	10	32	8	50	3	60	7	71	9	81	12	97	10	107	13	111	22	130	17	144	16
variant28	1	917	83	10	37	3	46	7	60	7	75	5	89	4	98	9	111	9	122	11	133	14	145	15
variant29	1	918	82	10	31	9	49	4	64	3	74	6	77	16	86	21	111	9	115	18	139	8	149	11
variant30	1	872	128	10	34	6	46	7	58	9	72	8	82	11	94	13	106	14	106	27	126	21	141	19
variant31	1	889	111	10	37	3	44	9	60	7	69	11	77	16	94	13	110	10	118	15	132	15	147	13
variant32	1	882	118	10	37	3	42	11	61	6	70	10	80	13	83	24	94	26	115	18	127	20	141	19
variant33	1	871	129	10	36	4	42	11	61	6	69	11	82	11	87	20	107	13	110	23	134	13	140	20
variant34	1	915	85	10	37	3	44	9	65	2	62	18	92	1	93	14	108	12	128	5	132	15	139	21
variant35	1	911	89	10	38	2	44	9	61	6	68	12	81	12	103	4	110	10	121	12	133	14	149	11
variant36	1	927	73	10	37	3	46	7	60	7	74	6	86	7	95	12	105	15	120	13	134	13	151	9
variant37	1	933	67	10	37	3	45	8	62	5	73	7	85	8	101	6	112	8	123	10	142	5	144	16
variant38	1	935	65	10	36	4	49	4	60	7	79	1	85	8	91	16	116	4	122	11	135	12	150	10
variant39	1	920	80	10	35	5	51	2	62	5	73	7	88	5	97	10	103	17	123	10	136	11	153	7
variant40	1	882	118	10	34	6	44	9	55	12	66	14	84	9	86	21	109	11	110	23	121	26	142	18
variant41	1	934	66	10	34	6	48	5	63	4	75	5	88	5	99	8	107	13	108	25	137	10	142	18
variant42	1	955	45	10	37	3	51	2	66	1	76	4	90	3	107	0	108	12	130	3	137	10	150	10
variant43	1	933	67	10	34	6	52	1	63	4	78	2	89	4	99	8	111	9	119	14	134	13	139	21
variant44	1	895	105	10	37	3	47	6	65	2	72	8	88	5	97	10	105	15	122	11	142	5	144	16
variant45	1	907	93	10	34	6	48	5	53	14	76	4	85	8	99	8	114	6	124	9	141	6	145	15
variant46	1	947	53	10	38	2	48	5	60	7	74	6	87	6	96	11	110	10	130	3	133	14	152	8
variant47	1	923	77	10	39	1	45	8	65	2	76	4	89	4	99	8	111	9	112	21	145	2	148	12
